id,input,output
nikluge-au-2022-train-006872,우리나란 망했어,1
nikluge-au-2022-train-006873,뭐 냄져들이 다 똑같애서 뭔 사고 일어나거나 그럴지도 모르고 어쩌고 다 아는데...,1
nikluge-au-2022-train-006874,교도소엔 내가 들어갓어야 햇는데,1
nikluge-au-2022-train-006875,공식입장으로 그걸 내놓을 정도면 이미 뇌가 빻아있다는 거잖아......,1
nikluge-au-2022-train-006876,저런 개같은 의견 낼거면 본인 인생과 목숨부터 걸었으면 좋겠음..,1
nikluge-au-2022-train-006877,몽가 간식이 먹고십은데 먹을게 업내....,0
nikluge-au-2022-train-006878,또 편의점 갓다와야대나...,0
nikluge-au-2022-train-006879,맨날 먹을거만 밝혀가지고,0
nikluge-au-2022-train-006880,영어고자는.... 영작이.... 어려유ㅓ.....,1
nikluge-au-2022-train-006881,이 인종차별주의자같은게.....,1
nikluge-au-2022-train-006882,너무빡쳐,1
nikluge-au-2022-train-006883,진짜 미친거아냐,1
nikluge-au-2022-train-006884,지들이 &name&인줄 아는것들 눈치가 잇스면 꺼져조라,1
nikluge-au-2022-train-006885,진짜 한남들 다 성인되면 중성화 의무 이런거 햇슴 좋겟다 이건 진짜.......,1
nikluge-au-2022-train-006886,저만그런건진 모르겟는데 대충 그사람이 말 몇마디 하는거 들어보면 아 이샛기 빻한남이구나 아니구나 하는거 대충 감 오는거 자나요.....,1
nikluge-au-2022-train-006887,하지만 멍청한 한남들에게 지고싶지 않으니까.,1
nikluge-au-2022-train-006888,소중한 내 조카들의 한남보호자를 어떻게 좀 하고싶지만 나는 그저 돈업고 힘업고 어린 막내동생이고 막내처제인게 너무 속상하고 화나고 그르타,1
nikluge-au-2022-train-006889,막 피고측은 시치미 떼고 쟤가 먼저 꼬셧네 어쩌네 꽃뱀이네 어쩌네 난리가 났겠지,1
nikluge-au-2022-train-006890,뭔소리야,0
nikluge-au-2022-train-006891,그냥 &name&이 무슨말을 하든 페미니스트니까 까고싶은거잖아,1
nikluge-au-2022-train-006892,다음 명절부터는 제사문화가 자살하게 해주시고여..,1
nikluge-au-2022-train-006893,그럼 메갈하면 건강찾고 여혐 치료하는건가,1
nikluge-au-2022-train-006894,한남교수여 부디 입을 다물어라!!,1
nikluge-au-2022-train-006895,난 냄져가 말 많이하는게 싫어,1
nikluge-au-2022-train-006896,아아아앙아ㅏ,0
nikluge-au-2022-train-006897,여기 사는게 너무 괴롭다 으어어ㅓㅓ,0
nikluge-au-2022-train-006898,가끔 메이블이 무서울때가 있는데 지금처럼 내 트윗에 하나하나 마음눌러줄때.....,0
nikluge-au-2022-train-006899,한남스러운거 더 기억 안나고 같은그룹 멤버 모씨에게 우모페 책 선물해죠따!!,1
nikluge-au-2022-train-006900,심심하니까 내 최애 모씨의 한남스러움에 대해 얘기해볼까....,1
nikluge-au-2022-train-006901,너무 빻아서 너무 웃긴건 처음인거같네.....,1
nikluge-au-2022-train-006902,난 이제 점점 빻음을 견디기 힘든 몸이 되어가고 있어.,1
nikluge-au-2022-train-006903,조별과제 자살위기학생대상 프로그램 짜는건데 그전에 내가 뒤지고싶다,1
nikluge-au-2022-train-006904,진짜 복지대상자가 복지맨하는거 맞는거같음....,0
nikluge-au-2022-train-006905,이정도의 빻음도 나는 견딜수가 없다,1
nikluge-au-2022-train-006906,냄져가 왜 여깄냐,1
nikluge-au-2022-train-006907,지구 멸망했으면 좋겠다.,0
nikluge-au-2022-train-006908,당신들의 한남력에 경의를 표한다.,1
nikluge-au-2022-train-006909,한남같이,1
nikluge-au-2022-train-006910,진자 이거 오뚜기탓이냐 마트가 문제냐 이해할수업내진자 오ㅑ 안팔아 오9오애오ㅑㅇ,0
nikluge-au-2022-train-006911,저번에 &name&이랑 한얘긴데 임산부배려석에 앉는 한남들한테 건네줄 명함 만들고싶다,1
nikluge-au-2022-train-006912,수정란의 생명권,0
nikluge-au-2022-train-006913,다 주거라,1
nikluge-au-2022-train-006914,"지하철 출구 계단 걸어올라오는데 뒤에서 남자새끼 둘이 어후... 이러더니 반바지 입으라는건 그거 아냐? 다 보라고 하는거ㅋㅋ 이러면서 올라왔음,,,",1
nikluge-au-2022-train-006915,그럼 내가 넘 사고싶은 스낵 글래스 식기 세트를 하나 사도 되지 않을까요?,0
nikluge-au-2022-train-006916,아 유툽에 묭실 하는 냄저가 콘텐츠 올리는데,1
nikluge-au-2022-train-006917,빡대가리..!!!!,1
nikluge-au-2022-train-006918,아가 시절 노래라 그냥 민망한데요,0
nikluge-au-2022-train-006919,"넣었을까,,,?",0
nikluge-au-2022-train-006920,함박웃음,0
nikluge-au-2022-train-006921,어쨋든 화난 &name&는 쏴뫄스뷔 사러 나왓다,0
nikluge-au-2022-train-006922,사고 싶은 가구 내지는 생활용품들 가격 보면 갑자기 결연해진다,0
nikluge-au-2022-train-006923,호주의 머니 였습니다...,0
nikluge-au-2022-train-006924,저는 예능에서 아~ 분위기재기 어쩔거예요~ 쓰고 &company&실검 오르기 담당,1
nikluge-au-2022-train-006925,그럼 전 왕게임에서 눈치있게 2번(새) 7번(준) 키스해 하는 한남선배,1
nikluge-au-2022-train-006926,갑자기 너네는 대형기획사잖아 라고 후드려 처맞던게 진짜 존나 억울해지기 시작했어요,1
nikluge-au-2022-train-006927,선동과 날조를 못하는 사람들,0
nikluge-au-2022-train-006928,앗나도 가끔 이런 생각 들어,0
nikluge-au-2022-train-006929,선행을 막는 &company&놈들아,1
nikluge-au-2022-train-006930,스위밍풀 왜 한국어로 발음 안나와,0
nikluge-au-2022-train-006931,나 따라 부르게 해줘,0
nikluge-au-2022-train-006932,난방이웬말이냐고,0
nikluge-au-2022-train-006933,더워죽겠는데,0
nikluge-au-2022-train-006934,게이들망상총집합만화잖아,1
nikluge-au-2022-train-006935,진짜 어이없음,0
nikluge-au-2022-train-006936,자축인묘진사오미십이한남,1
nikluge-au-2022-train-006937,(내가저래서하는말),0
nikluge-au-2022-train-006938,그렇지만 저는 극복할 것입니다,0
nikluge-au-2022-train-006939,(돈고인건 부정못하겠음ㅎ...),0
nikluge-au-2022-train-006940,분야가 오타쿠 일러 그런쪽은아니었지만..,1
nikluge-au-2022-train-006941,이개빻은와꾸로불편을드려사죄드립니다,1
nikluge-au-2022-train-006942,커밍아웃온탑 이런거 그림 너무 게이같아서 실었는데..,1
nikluge-au-2022-train-006943,약간 덜긁힌 문상같은거죠..,0
nikluge-au-2022-train-006944,혹시모르기야몰라도 이미 뭐가될지 보이는거지..,0
nikluge-au-2022-train-006945,생일날 프로필에 풍선 날려주잖아요 거기에 커서갖다대면 뽁뽁 터짐 님들도 생일 되면 해보셈 ㄷㄷ,0
nikluge-au-2022-train-006946,돈도없고 성격도그지같은애들은 실제로 만나서 먹을수있는사람이있어도,1
nikluge-au-2022-train-006947,멍청이다...,1
nikluge-au-2022-train-006948,2007년까지 윈도우 95 썼다,0
nikluge-au-2022-train-006949,가만히 있었는데 애들이 말 시켜서 조용히 하라고 한 거 밖에 없는데 그거가지고 시끄럽다고 선생님한테 컴플레인 넣었네,0
nikluge-au-2022-train-006950,좆량리행 제발 폐지 좀,1
nikluge-au-2022-train-006951,멍이나 때리는 멍청이,1
nikluge-au-2022-train-006952,9번을 던져야되는데,0
nikluge-au-2022-train-006953,진짜 이뻐...,0
nikluge-au-2022-train-006954,너무 이뻐,0
nikluge-au-2022-train-006955,어케 생각함,0
nikluge-au-2022-train-006956,준등기로 보내서 배상액도. 달라진다고 함.,0
nikluge-au-2022-train-006957,창문열고 소리지르고십다......,0
nikluge-au-2022-train-006958,이마크 사랑한다..........,0
nikluge-au-2022-train-006959,일단 단순 상담이라고 달래서 병원 데려간 후 입원 동의 할 지 물어보고 거부하면 의사 의견 구하겠다고..,0
nikluge-au-2022-train-006960,끝까지 입원시키려고 수 쓰고 있으면서 그럴 생각 없다네,0
nikluge-au-2022-train-006961,심지어 댓글에 딸 나타나니까 싹 명예훼손으로 집어넣을려고 작성자 이름도 아들로 바꿈,0
nikluge-au-2022-train-006962,나 카스 포카 교환한 거 중간에 우체국에서 분실한 듯,0
nikluge-au-2022-train-006963,&name&를조아하고 한남을 시러하고 트윗이 웃기다는 점에서 99.8% 일치한다고 생각했는데 5분 간격으로 비슷한 말 하는거보고 아니라고생각햇…,1
nikluge-au-2022-train-006964,덕후들이 국민 청원 게시판 가서 헛짓거리 하는 거 이해 못하고 하고 싶지도 않거든.. 제발..,1
nikluge-au-2022-train-006965,앞으로도 그럴 수 있게 해주라고,0
nikluge-au-2022-train-006966,내 캐해 보고가...,0
nikluge-au-2022-train-006967,머 줏어먹거나 하진 않앗나요,0
nikluge-au-2022-train-006968,사실 넘 위험해서 혼나야하긴하쥐만..,0
nikluge-au-2022-train-006969,그래도 삐져서 저렇게 돌아누운 채로 기죽어잇으니까 넘 귀엽고 맴 아퍼~~!,0
nikluge-au-2022-train-006970,주인.... 주인....?! 할 듯....,0
nikluge-au-2022-train-006971,넘 구ㅏ엽군..,0
nikluge-au-2022-train-006972,놀릴맛 이빠이...,0
nikluge-au-2022-train-006973,밑이 엄청 기나봐....,0
nikluge-au-2022-train-006974,프듀 그 뒤에서 몇 등신인지 재보는 애처럼 혼자 울고 잇음...,0
nikluge-au-2022-train-006975,칠메다 육십오센치예요...,0
nikluge-au-2022-train-006976,"그런 사람과의 관계를 이렇게 너무 쉽게, 이런 시궁창까지 끌어내리려고 한다는 게 존나 책임감 없고 자기 밖에 모르는 싹바가지임",1
nikluge-au-2022-train-006977,진짜 공감능력 재기한 애들 같음,1
nikluge-au-2022-train-006978,&affiliation& 애들 똘추같은 건 알았는데 작작 좀 햇음 좋겟음,1
nikluge-au-2022-train-006979,진심 걍 사회성 재기한 새끼들 같음,1
nikluge-au-2022-train-006980,애기가 겁이 많을 수도 잇쥐,0
nikluge-au-2022-train-006981,착한거냐고 나쁜거냐고,0
nikluge-au-2022-train-006982,누가 도교킹이 뱉어내는 꽃을 궁금해해요,0
nikluge-au-2022-train-006983,내가 궁금하다.,0
nikluge-au-2022-train-006984,&name& 이거 또라이 아냐?,1
nikluge-au-2022-train-006985,미친놈 아냐?,1
nikluge-au-2022-train-006986,예감이 든대..,0
nikluge-au-2022-train-006987,자기가 이길거라는,0
nikluge-au-2022-train-006988,진짜.. 화법과 작문 너무 이상한 방법으로 틀림..,0
nikluge-au-2022-train-006989,지문을 지문 그대로 받아들이지 못하고...,0
nikluge-au-2022-train-006990,오조오억번 생각하고 다른 의미가 잇는 건 아닌지 자꾸 파고 들어가는 듯...,0
nikluge-au-2022-train-006991,이게 맥락맹이 아니면 뭐겟노,1
nikluge-au-2022-train-006992,저렇게 말해주니 더 신나서 맨스플레인 해댐,1
nikluge-au-2022-train-006993,무서어서 트잇하갯나.,0
nikluge-au-2022-train-006994,좀 관광지처럼 오는 사람들 많은데 거기서 목격돼라...,0
nikluge-au-2022-train-006995,거기서 보고 재미로 본디지 용품 사라,0
nikluge-au-2022-train-006996,뭔가 호기심 먼저 갖는건 마키일듯 우키보고 묶어보라고 시키는데 우키는 마키 아플까봐 세게 못 묶을거 같어,0
nikluge-au-2022-train-006997,안바쁘면 이따 캐마든 맢이든 할래용~??,0
nikluge-au-2022-train-006998,안 그래두 &anme& 안 왓나 함 들어와봣오~!,0
nikluge-au-2022-train-006999,사람 쪼끔 모이면 마퍄 하장~!!,0
nikluge-au-2022-train-007000,소심한 관종이라서..,1
nikluge-au-2022-train-007001,다들 일단쉼호흡해,0
nikluge-au-2022-train-007002,"야한생각하지마,,,.,",0
nikluge-au-2022-train-007003,테크 리뷰 보고 싶은데 헛소리하는 한남 너무 많아서 고통받는 분들에게 디에디트와 더불어 추천하고 싶은 채널 공유합니다.,1
nikluge-au-2022-train-007004,창작자의 의도일수도 있고 애초부터 시즌4까지만 구상했을수도 있지만 &company& 요즘 꼬라지 보니까 그냥 어쩔 수 없이 짜증남,1
nikluge-au-2022-train-007005,그 문빠들...,1
nikluge-au-2022-train-007006,어제 아수라 3주기 <탈상> 준비해주신 모든 분들의 고생과 노력 덕분에 즐거운 시간 보낼 수 있었습니다.,0
nikluge-au-2022-train-007007,애수지이거??,0
nikluge-au-2022-train-007008,한남뿌리끝까지도 머거야지,1
nikluge-au-2022-train-007009,뼈가뿌러진대진짜로,0
nikluge-au-2022-train-007010,&name&너무좋다진짜...,0
nikluge-au-2022-train-007011,&name&표정왜케더러워,1
nikluge-au-2022-train-007012,1호선은 왜유독 좆같은한남이 더 많지,1
nikluge-au-2022-train-007013,다리시려..,0
nikluge-au-2022-train-007014,어제 뭐항거디..,0
nikluge-au-2022-train-007015,킬빌깐가인..,0
nikluge-au-2022-train-007016,사랑 그 자체..,0
nikluge-au-2022-train-007017,자기 덩치생각못하고 티모코스하고 롤챔나타난 한남,1
nikluge-au-2022-train-007018,이미친한남노친네들아,1
nikluge-au-2022-train-007019,퀴즈다틀린카이사,0
nikluge-au-2022-train-007020,아까진짜개졸려서 뭘 못했는대 지금정신좀드니까 진짜..,0
nikluge-au-2022-train-007021,너무조ㅗ아,0
nikluge-au-2022-train-007022,부치를 안좋아하나?,0
nikluge-au-2022-train-007023,라고밖에 못하겠다..,0
nikluge-au-2022-train-007024,연애 매번 찢기게 힘들게 실패해서 첫연애괜히 기준높아진고가틈,0
nikluge-au-2022-train-007025,&name&가 순하게좀 대하라길래 애교떨고 순종맨 10초했는데 너무 부조화가 와버려서.. 이렇게나 썩은복숭아같은 인간이되었나 싶어짐..,1
nikluge-au-2022-train-007026,미친거아냐,1
nikluge-au-2022-train-007027,나 단발할거야...,0
nikluge-au-2022-train-007028,긴머리 귀찮아서 안되겠어,0
nikluge-au-2022-train-007029,근데 우리 학교에 단발 유행해서 지금은 싫어••,0
nikluge-au-2022-train-007030,투디 너무 좋아졌어 웹툰 너무 좋아..,0
nikluge-au-2022-train-007031,방학 2주 남았는데 문제집 한 권을 어떻게 끝내...**,0
nikluge-au-2022-train-007032,미친거아냐???,1
nikluge-au-2022-train-007033,줄여서 똘벤져스(?),1
nikluge-au-2022-train-007034,오늘부터 도비는 자유야ㅠ?,0
nikluge-au-2022-train-007035,뭐지 언제 찍힌거지,0
nikluge-au-2022-train-007036,진짜 개구ㅏ엽다,0
nikluge-au-2022-train-007037,눈뜨자마자 아빠가 ccm 듣고 있네,0
nikluge-au-2022-train-007038,카페 왜케 에어컨을 빵빵하게 틀어 개추움,0
nikluge-au-2022-train-007039,&name& 스탠드업 코미디 다른건 다 그냥 그랬는데,0
nikluge-au-2022-train-007040,근데 별로 공부해야겠다는 생각도 안 들고...,0
nikluge-au-2022-train-007041,잠 너무 안 와서 냉장고에 있는 소주 두세잔 마시고 다시 누웠는데도 한시간 째 잠이 안 옴,0
nikluge-au-2022-train-007042,배고플 때 나 시간 맞을 때 알아서 먹는다고,0
nikluge-au-2022-train-007043,맨날 얘기해도 맨날 못 알아들음,0
nikluge-au-2022-train-007044,게다가 <&name&>랑 겹친다,0
nikluge-au-2022-train-007045,(그나저나 &company&놈들 얼른 &name& 신작이 투자해라),1
nikluge-au-2022-train-007046,내일부터 담아두기라매 왜 안,0
nikluge-au-2022-train-007047,개놈드라...,1
nikluge-au-2022-train-007048,내성 있는 것도 아닌데 왜 그랬지,0
nikluge-au-2022-train-007049,빻은 썸네일 자주 뽑길래,1
nikluge-au-2022-train-007050,커플링 자체는 헤테로를 좋아하는데 남캐 쓰레기거나 여캐 취급 별로면 (여캐가 매 화마다 역경을 겪지만 남캐가 구해주는 전개) 하차도 많이 함,0
nikluge-au-2022-train-007051,실트 ㅇㅌㅋㄴㅋ... 공감하는 의견도 많고 빻았다고 생각 드는 의견도 많다,1
nikluge-au-2022-train-007052,더 안 읽어야지,0
nikluge-au-2022-train-007053,이 코노 오타쿠 많이 와서 좋음,1
nikluge-au-2022-train-007054,관종이라 관심받고싶엇대,1
nikluge-au-2022-train-007055,미친새끼 왜 또 전화함,1
nikluge-au-2022-train-007056,&location&는 12한남도 아니고 32한남임,1
nikluge-au-2022-train-007057,어떤 미친놈이 내 프렌치토스트 시럽 훔쳐갔냐,1
nikluge-au-2022-train-007058,패드로 영화 보는데 책장 너무 오타쿠 같아서 웃겼음,1
nikluge-au-2022-train-007059,케찹고백,0
nikluge-au-2022-train-007060,편두통 심해지고 계속 어지러워서 그런가벼 입맛도 재기,1
nikluge-au-2022-train-007061,한남대가리는 어떻게 된게 저런 말을 여과 없이 내뱉지,1
nikluge-au-2022-train-007062,롤린롤린이 1등 한 거 보고 애인이 우리 이제 퇴물이래,1
nikluge-au-2022-train-007063,아냐 저거만 그랰,0
nikluge-au-2022-train-007064,나 생양파 좋아하는데,0
nikluge-au-2022-train-007065,여자한테는 예쁜 머그 주고 개저한테는 못생긴 컵 줌,1
nikluge-au-2022-train-007066,&art& 때문에 테니스 배웠던 오타쿠 잊고 잇엇숩니다....,1
nikluge-au-2022-train-007067,&name&야 그래도 애를 그렇게 죽사발 만들어놓을 필요까진 없엇자나,1
nikluge-au-2022-train-007068,뜨개질 동아리 들어가서 너무 즐거워보임....,0
nikluge-au-2022-train-007069,아 뭐한것도 없는데 목감기 걸려서 아침부터 비타민메가도스에 홍삼 글루콤 먹음...,0
nikluge-au-2022-train-007070,&name&의 첫 마라!!,0
nikluge-au-2022-train-007071,완벽한 코스,0
nikluge-au-2022-train-007072,다들 너무 감사합니다...,0
nikluge-au-2022-train-007073,정말 감사해요.....,0
nikluge-au-2022-train-007074,&name& 넘 웃긴게 대본 보면 춘화:(나미가 귀엽다) 있는거 제 웃음버튼,0
nikluge-au-2022-train-007075,나 어제 5시 넘어서 집 들어가서 아빠 자고 있길래 조심조심 씻었는데 아빠는 2시 넘어서 들어와서 술 먹고 뻗은거였음,0
nikluge-au-2022-train-007076,&art&은 그냥저냥 그렇다쳐도 염소였나 건이었나 주인공 오빠 친구가 강간하려고 부르는 내용이었던 거 같은데 진짜 한남문학 다 불태워야 된다,1
nikluge-au-2022-train-007077,오늘 내 타임 매상만 오십 넘었다.......,0
nikluge-au-2022-train-007078,발 부서진다....,0
nikluge-au-2022-train-007079,스텝밀은 메밀국수........,0
nikluge-au-2022-train-007080,"장칼국수 원주에서 처음 먹어 봤는데 생각보다 안자극적이라 맛잇더만요.,,",0
nikluge-au-2022-train-007081,눈 오는 날에 먹어서 더 좋앗습니다...,0
nikluge-au-2022-train-007082,전 보다 좀 더 속력 있고 다양하게 근육 딱딱 써서 지금 웨이트 하고 난 다음날 같음,0
nikluge-au-2022-train-007083,2 감자랑 계란 삶아서 으깨고 마요네즈 후추 버무리기,0
nikluge-au-2022-train-007084,"4 2,3을 양쪽에 각각 발라주고 랩핑해서 무거운걸로 눌러주기",0
nikluge-au-2022-train-007085,그리고 마지막은 요즘 제일 빠져있는 라임모히또,0
nikluge-au-2022-train-007086,살림에 있어서 제 추천은 믿고 받는 거 알죠,0
nikluge-au-2022-train-007087,끝나고 에어컨 가동 시키는데 좀 약한게 아마 냉매 충전 할 기시 같다고 알려주셔서 곧 충전하려고 명함 받아놓음,0
nikluge-au-2022-train-007088,진짜 &affiliation&남들 개노답이다,1
nikluge-au-2022-train-007089,추가결제 하지 말라고,0
nikluge-au-2022-train-007090,일남들 위장 냄새 오져,1
nikluge-au-2022-train-007091,근데 나도 &name&씨 ... 안좋아햇는데 움직여때부터 호감댐,0
nikluge-au-2022-train-007092,뭔 .. 이랫다저랫다 허벌심장,0
nikluge-au-2022-train-007093,또라이들개많아,1
nikluge-au-2022-train-007094,아니 뭔 개소리야,1
nikluge-au-2022-train-007095,그냥 과거털어서 친한거 알아낸게아니라...뭐라뭐라뭐라고..지금 시점에 직접언급을햇다고... 진짜 취향.. 수갑차야할거같은데이사람,0
nikluge-au-2022-train-007096,이번엔 진짜 그냥 미자도 아니고 게이같은 미자랑 ..,1
nikluge-au-2022-train-007097,이게뭐하는짓이야,0
nikluge-au-2022-train-007098,벌건대낮에,0
nikluge-au-2022-train-007099,친구해요 우리,0
nikluge-au-2022-train-007100,헬국인 보고 김치 어쩌구 하기 빼박 인종차별 맞는데 진심 타격감이 1도 없다,1
nikluge-au-2022-train-007101,서른 넘어서도 서른즈음에 하고 있으면 틀니압수! 됨,1
nikluge-au-2022-train-007102,정치방송을 강제로 청취하니까 &affiliation&에 대한 살의가 저절로 생김,1
nikluge-au-2022-train-007103,젠퀴라고 하는 게 지우기 아니냐 하는 거 옳고 그름을 떠나서 좀 짜증나고 어이없는 게 젠퀴가 시스를 지운다고 지워지는 거면 씨빠 진작 싹 지웠겠다,1
nikluge-au-2022-train-007104,니가 당할 일 없어서는 아니고?,1
nikluge-au-2022-train-007105,그냥 너 자신이 저급의 극친데 뭐하러 저급을 느그 아닌 그들한테서 찾냐,1
nikluge-au-2022-train-007106,&company& 앞은 담배충 나와서 흡연해대서 담배냄새 다 뒤집어씀,1
nikluge-au-2022-train-007107,아니 무슨 노래 가사가 질질 끌지말고 헤어지자~~~ 그냥 미친 척하고 우리 헤어져보자 이따위임,1
nikluge-au-2022-train-007108,이것도 노래라고,1
nikluge-au-2022-train-007109,대기업카페 비싸게 받으면서 서민등골 빨아먹는 악덕새끼들임,1
nikluge-au-2022-train-007110,예민한 인간이 자식 낳으면 애새끼 조지니까 낳지 마,1
nikluge-au-2022-train-007111,이거자작인가봐,0
nikluge-au-2022-train-007112,재기 아니면 까무러치기,1
nikluge-au-2022-train-007113,성격파탄자되가는중,1
nikluge-au-2022-train-007114,겁나 싸잖아요,0
nikluge-au-2022-train-007115,아직도 팔아요?,0
nikluge-au-2022-train-007116,나도 에어팟 사고 싶삼,0
nikluge-au-2022-train-007117,저도 살까말까 고민중이에요,0
nikluge-au-2022-train-007118,다 자는데 나 혼자 터졌다,0
nikluge-au-2022-train-007119,왜 음성지원 되죠?,0
nikluge-au-2022-train-007120,저흰 개빻은 한남밖에 없습니다,1
nikluge-au-2022-train-007121,감히 우리 &name&을 건들이냐..,0
nikluge-au-2022-train-007122,너나 정신 차려,0
nikluge-au-2022-train-007123,뭐가 그렇게 잘나셨다고,0
nikluge-au-2022-train-007124,실 돌돌 말아서 언니 주면 나인줄 알아,0
nikluge-au-2022-train-007125,"한남들이 다 그렇죠 뭐,,",1
nikluge-au-2022-train-007126,"샘 저도 싫어해요,,  이건 꼰대 차이가 아니지 않을까요..?",1
nikluge-au-2022-train-007127,"왜 자꾸 입을 함부로 터냐,, &name&이 사재기 할 일이 있겠니,,,",1
nikluge-au-2022-train-007128,"네, 이상 개소리였습니당",1
nikluge-au-2022-train-007129,왜이렇게 뒤쳐졌냐궁,0
nikluge-au-2022-train-007130,찌질하다,1
nikluge-au-2022-train-007131,재기해라,1
nikluge-au-2022-train-007132,걔네 씨큐가 한국사람이냐고 물어보고 한국사람이면 니 카메라 숨겼지? 하면서 몸 더듬는대,0
nikluge-au-2022-train-007133,응 내 인생은 섹스로 가득 차 있지 넌 움직일 수 있는 곳이 변기밖에 없잖아?,1
nikluge-au-2022-train-007134,변기가 남지 참 넌 참 장애인 같이 산다.,1
nikluge-au-2022-train-007135,"그래도,, 아이언맨,,, 여기보단 나을 것 같아서,,,",0
nikluge-au-2022-train-007136,제말이요,0
nikluge-au-2022-train-007137,이게 뭔 개소리야~!,1
nikluge-au-2022-train-007138,딘짜 어떡해,0
nikluge-au-2022-train-007139,노래 너무좋아,0
nikluge-au-2022-train-007140,찐 스티치갘다,0
nikluge-au-2022-train-007141,담주에 체육시간에 운동장에서 50미터 달리기랑 버피테스트 5번 줄넘기 20회 윗몸일으키기 10개엿나 철봉매달리기 15초랑 10미터 왕복달리기 한다는데,0
nikluge-au-2022-train-007142,저 윗몸일으키기 못 해요,0
nikluge-au-2022-train-007143,너는 재활용도 못할 쓰레기다,1
nikluge-au-2022-train-007144,생각 없이 사는 놈은 재기가 답,1
nikluge-au-2022-train-007145,인용으로 &name&이 내꺼라고 하질않나,0
nikluge-au-2022-train-007146,운동 1시간30분햣다,0
nikluge-au-2022-train-007147,아 나 진짜 여기서 이러고 있으면 안되는데..!!!,0
nikluge-au-2022-train-007148,이러다 동트는것깢@다보겠네,0
nikluge-au-2022-train-007149,나 자른 수학샘이랑 비슷한 말씀 하시내용,0
nikluge-au-2022-train-007150,&company&이 똘빡이여서 등록 늦게 한거라고,1
nikluge-au-2022-train-007151,아 또 수육국밥 땡기네,0
nikluge-au-2022-train-007152,3미리 들어있는 주제에 드럽게 비싸네 3,1
nikluge-au-2022-train-007153,더놀라운사실 하나만 밝히면 언틸던에서 제일빻은놈이 조쉬에요 ....,1
nikluge-au-2022-train-007154,망해야 정신차리겠냐,1
nikluge-au-2022-train-007155,왜 저장을 해도 10%정도 날아가 있냐,0
nikluge-au-2022-train-007156,진짜 이거 법으로 규제 안하냐,0
nikluge-au-2022-train-007157,진짜 어떻게 도면을 치라고 그러노,0
nikluge-au-2022-train-007158,개잘어울려...,0
nikluge-au-2022-train-007159,&name& 연기 잘한다 진짜,0
nikluge-au-2022-train-007160,성인되기 직전같은데 무슨드라마지..,0
nikluge-au-2022-train-007161,예술한남:빻음을 표현하려함,1
nikluge-au-2022-train-007162,공대한남:아무것도 모르는척 함,1
nikluge-au-2022-train-007163,저거 본방으로 봤음,0
nikluge-au-2022-train-007164,현 아지라파엘,0
nikluge-au-2022-train-007165,영화에서 폭발음은 안시끄럽고 대사는 들리는 음량 찾기 물온도 맞추기 만큼 어려워...,0
nikluge-au-2022-train-007166,먹어보라고 하나 줫는데 너무맛잇어서 사버렷다...,0
nikluge-au-2022-train-007167,산책 두번이나 가자고 할때부터 알아봤다,0
nikluge-au-2022-train-007168,안 그랬으면 내가 화병 걸려서 뒤지던지 한남이 뒤지던지 했을ㄹ듯,1
nikluge-au-2022-train-007169,나 &company& 플래티넘 회원이엿ㅅ음,0
nikluge-au-2022-train-007170,불닭 끓임니다,0
nikluge-au-2022-train-007171,눈도 닦아주고...,0
nikluge-au-2022-train-007172,나 빡빡이 진짜 싫어하는데 사실 지금 최애 빡빡이 시절때 덕통사고 당해서 이렇게 산지 한 5년 됨,0
nikluge-au-2022-train-007173,선두주자네여...,0
nikluge-au-2022-train-007174,너무조앜,0
nikluge-au-2022-train-007175,진짜 왕귀여움,0
nikluge-au-2022-train-007176,근데 섹시함,0
nikluge-au-2022-train-007177,그러니깐 둘다할게,0
nikluge-au-2022-train-007178,안그래도 화나는데 진짜 별 잡같은 꼬라지를 다보겠네,1
nikluge-au-2022-train-007179,쿠캌캌ㅋ캌,0
nikluge-au-2022-train-007180,물론 내가할말아님,0
nikluge-au-2022-train-007181,이 개같은 사료 이름이 ㄴㅇㅊ스로직이라서,1
nikluge-au-2022-train-007182,진심 앞집 애새끼 맨날 이시간에 나와서 시끄럽게 굴어서 사람 잠깨우네 아,1
nikluge-au-2022-train-007183,프리랜서들  줄이면 5분에서 7분 나올영상 하나 만드는데 왜 이렇게 오래걸리는데,0
nikluge-au-2022-train-007184,주말에도 프리들 관리하느라 이불차고있어야겠냐,0
nikluge-au-2022-train-007185,"살면서 교도소 한 번쯤은 가봐야하지 않겠어요,,",1
nikluge-au-2022-train-007186,완전잘만들엇어요,0
nikluge-au-2022-train-007187,저도 인형만드는게 꿈이예요 학,0
nikluge-au-2022-train-007188,또 가열 붕사묻히기 땜질 또 산에넣기 사포질,0
nikluge-au-2022-train-007189,오늘은 무슨날이냐면 일년 전에 데이고 일년동안 조아한 애 일년만에 만나는 날 ;;;;;;,0
nikluge-au-2022-train-007190,쉴새없이 떠들고 큰소리로 웃는사람 진짜나랑 안맞는듯,0
nikluge-au-2022-train-007191,40시간동안 깨어있으니까 엥 오늘이 17일이예요? 아닌데 엥 엥 금요일? 엥 하게됨,0
nikluge-au-2022-train-007192,아직 15일같음,0
nikluge-au-2022-train-007193,진짜 쓰레기스럽다,1
